Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS
Date,,,,,,,,,,,,,,,,,,,,
2020-01-01,1227.4285888671875,655.6152954101562,690.1383056640625,1979.162353515625,1228.7725823160727,658.4180425842096,698.1387329101562,1994.0451540109927,1219.748760227712,651.7893635915312,688.2639770507812,1966.7445642220694,1225.0286424173514,653.9692720262082,693.978515625,1979.5274908233268,1836849,2112415,14004468,1354908
2020-01-02,1235.25244140625,653.7023315429688,701.8875122070312,1970.077392578125,1236.4524146347387,659.1298096927294,704.4705200195312,1990.4388154400801,1227.81260738962,650.3212769100222,691.2355346679688,1962.3620270065292,1227.81260738962,657.4393095293957,691.2355346679688,1990.4388154400801,3068583,5658200,17710316,2380752
2020-01-03,1217.6368408203125,663.7566528320312,702.7332763671875,2009.3392333984375,1233.5724616348048,665.536161284664,704.79052734375,2029.7463540600022,1213.0288968134041,652.9906484161181,696.2643432617188,1975.8754431785176,1230.8844747666276,652.9906484161181,700.8359985351562,1975.8754431785176,5427775,7882938,20984698,4655761
2020-01-06,1191.285400390625,657.394775390625,686.435302734375,2009.156005859375,1211.3010480089304,670.6966096488374,698.5044555664062,2032.4391885203252,1186.5335531802418,655.3038750407053,684.835205078125,1997.6969831429403,1209.573039649761,663.8454924225939,694.8928833007812,2013.310500682178,5445093,6519403,24519177,3023209
2020-01-07,1210.1490478515625,647.6520385742188,696.995849609375,2014.0869140625,1220.564792638827,660.7313805498836,701.5217895507812,2022.121717282461,1202.1332496597458,645.160683620491,691.9212646484375,1993.9537622919636,1208.5171310406151,656.6385333652415,694.4356689453125,2009.2019213379904,7362247,7899363,16683622,2429317
2020-01-08,1206.9810791015625,639.0214233398438,691.7612915039062,2059.192626953125,1211.6369516371497,648.6307570271375,701.4989013671875,2063.5296915703634,1190.4214490960537,630.2128357811599,690.3212280273438,2010.617547823365,1197.0452073503518,645.0272636826876,692.6070556640625,2013.3110486339167,5666055,8639443,16047902,5197454
2020-01-09,1220.5169677734375,647.340576171875,707.6935424804688,2021.8486328125,1224.7408975774783,650.8551156824071,708.6078491210938,2056.179795037019,1212.5490975252494,635.5513345002524,700.0360107421875,2017.8767048828563,1214.373080529824,642.1355364771046,703.3961791992188,2053.2580271969787,4773158,13521186,14982742,3734173
2020-01-10,1231.3643798828125,656.7720947265625,707.5335083007812,2021.1173095703125,1235.396359909477,660.998427242676,712.2423095703125,2039.7894648781294,1224.0685666913078,649.9654532675698,703.8761596679688,2016.0497486351433,1232.7083732250342,658.8185185573179,709.4764404296875,2034.3110688220556,4607290,9341405,12478359,1915807
2020-01-13,1234.532470703125,688.2694091796875,705.7277221679688,1999.9349365234375,1244.6122459304834,691.7839494303346,712.585205078125,2026.0484999608782,1224.9326847723075,671.764478224955,703.3047485351562,1994.7759779794733,1231.3644944720004,676.2132496039283,706.3449096679688,2025.044260742084,3725784,36952038,18282382,2843893
2020-01-14,1237.8924560546875,690.1378784179688,699.1902465820312,2015.0457763671875,1240.8204377801117,691.2945480359275,708.6078491210938,2035.9551268105508,1226.3727123767842,682.6194444418055,695.7386474609375,2004.1803773830786,1237.4124667347749,685.0662685324553,704.0361938476562,2004.1803773830786,3943145,11414418,15816535,2948452
2020-01-15,1232.8525390625,682.9307250976562,696.6529541015625,2033.3070068359375,1236.4044130719633,688.5361648735462,703.990478515625,2037.0506673769391,1223.1087326615475,678.1260857067272,694.0928344726562,2003.4497870430819,1234.9165165263296,688.5361648735462,702.1389770507812,2020.615475977215,5893724,6047430,15817859,2620681
2020-01-16,1236.1165771484375,682.4414672851562,703.0761108398438,2044.1724853515625,1239.332482306133,687.3351153556496,705.5676879882812,2053.4857152437944,1228.1487071891638,676.435626471369,698.5501708984375,2022.4414669919986,1230.7407199495424,685.7335686665635,699.0073852539062,2033.352562603073,3575200,5740586,12847975,3117214
2020-01-17,1226.99658203125,683.1976928710938,722.780029296875,2026.18505859375,1233.4764371112574,687.6909947112463,724.5858154296875,2057.6401409523423,1220.9967162164285,678.2150914227738,710.07080078125,2020.6152662531022,1230.4524813036114,685.7335247471624,710.2079467773438,2045.9528503645001,8459407,3762957,29463471,3281059
2020-01-20,1204.6771240234375,683.731689453125,700.5388793945312,1981.67333984375,1252.6280064460766,689.0257382968437,735.5806884765625,2047.2770133420265,1202.3731520316696,678.8380408979097,697.8187255859375,1968.7533192105577,1252.6280064460766,686.5343828600643,735.5806884765625,2004.0889369864076,11089225,3887680,32545850,5817599
2020-01-21,1194.5494384765625,678.4376220703125,701.2474975585938,1982.31298828125,1199.9733414167456,685.5556561379354,706.7106323242188,1996.4655184520511,1188.8376122453776,676.88055211802,695.8071899414062,1970.4431242670296,1199.9733414167456,683.7316707693651,698.8245239257812,1981.3085260057078,7492402,4448374,18922720,1902980
2020-01-22,1191.189453125,685.2886962890625,700.9960327148438,2015.0457763671875,1204.7731741026575,692.228768193758,707.1220703125,2017.876370850389,1184.997637869106,681.5517177845998,699.9674072265625,1984.732022076186,1198.101369534372,683.731626437727,705.8648681640625,1991.3974501469224,9184155,9733935,10322817,1773686
2020-01-23,1195.0294189453125,697.8786010742188,698.0244750976562,2005.024658203125,1196.949376277332,698.9018400036107,704.9276733398438,2029.5504392291577,1181.733737858056,691.0720148470032,695.212890625,1998.3898974391022,1190.3735458521442,691.4278839004107,702.4360961914062,2022.2751255586677,5754460,12528017,11247739,2069866
2020-01-24,1194.741455078125,696.4550170898438,695.6015014648438,1998.115966796875,1203.8132062898453,699.7915949423981,702.3675537109375,2005.0253163381014,1189.5095012151328,688.3137454070991,694.22998046875,1985.8531839700438,1196.1333772226055,690.2267384317423,698.093017578125,2005.0253163381014,5915878,7540490,14628445,1319430
2020-01-27,1164.64599609375,692.317626953125,688.7439575195312,1985.16650390625,1185.5735765455952,698.2789901420081,696.92724609375,2007.3128367229256,1163.2540739911942,689.0255803067721,688.0353393554688,1981.2771607500433,1185.5735765455952,693.1629041891937,692.5613403320312,2003.881063349802,9444276,3741610,13387750,1549101
2020-01-28,1174.2457275390625,692.228759765625,672.8345947265625,1998.4356689453125,1178.6617226622957,695.6098148261023,690.3212280273438,2002.1420282076342,1164.6939877424716,686.8902346260444,669.1087036132812,1969.3799929343159,1170.0219156236126,694.8980223354154,689.68115234375,1989.5130597765813,6706079,5121009,24532236,1743024
2020-01-29,1186.3895263671875,702.6387939453125,676.5376586914062,1971.7601318359375,1192.293418179207,705.3970098162678,683.1893920898438,2001.364767750615,1173.333840877243,697.78962344393,669.3143920898438,1967.5503997510777,1176.2618224737796,699.880523768079,673.8860473632812,1999.5802899795835,6894175,6832757,24746565,2306761
2020-01-30,1176.9818115234375,694.6310424804688,660.033935546875,1956.430908203125,1189.3654417378275,702.6388294467464,676.4690551757812,1981.2768542113329,1168.485907150228,692.2286955293293,658.319580078125,1944.6712772282135,1189.3654417378275,702.6388294467464,676.1490478515625,1976.7011570884429,6055992,3859680,22402689,2098567
